message,messagetype
"YOUR A/C 1101/4206 HAS BEEN DEBITED FOR RS. 1,124.00 ON 09/07/2018 POS/CHAUDHARI LIFESTYLE /08/07/2018/818916271038/16:07:37:00 6086.7 6086.7 SHIKSHAK BANK",Debit
"YOUR A/C 1101/4206 HAS BEEN DEBITED FOR RS. 1,200.00 ON 23/07/2018 TO:NFS/IDBI MIDC CHK HNGNA /21/07/2018/820220812456/5/1101/4206 5786.74 5786.74 SHIKSHAK BANK",Debit
"RS 1900 W/D AT SBI ATM DFNP004733049 RAM GARHIA COLLEGE,LUDHIANA FM A/CX6225ON29/07/18.TXN#7726.AVL BAL RS10973.62.IF NOT DONE BY YOU, FORWARD THIS SMS FROM MOBILE NUMBER REGISTERED WITH SBI TO 9223008333 TO BLOCK YOUR CARD. YOU MAY ALSO CALL 1-800-111109.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.1500.00,14-02-2018 15:57:50 THRU ATM.FREE TXN ON OTH BANK ATM-5(INCL MAX 3 IN METRO) IN SB A/C ONLY. AVAL BAL RS.39804.71 CR. HELPLINE 18001802222",Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 16-AUG-18.INFO: VPS*ATO*MAULI P.AVBL BAL:INR 984.37.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 16-JUL-18.INFO: VPS*MEHROFI TRA.AVBL BAL:INR 232.40.FOR DISPUTE,CALL 04033667777.",Debit
"RS. 19,900.00 DEBITED FROM A/C XXXXXXXX254103 ON 07/05/2018 AT 10:57:49 AT BRANCH GANGAPUR. A/C BAL. RS. 4,402.99 .NEFT/BDBLH18127 GO MOBILE -MBANDHAN:<HTTPS://GOO.GL/JLJ8C1>",Debit
"RS. 1,500.00 DEBITED FROM A/C XXXXXXXX254103 ON 09/05/2018 AT 13:21:32. A/C BAL. RS. 2,908.62 .136844 -SBI GAN GO MOBILE -MBANDHAN:<HTTPS://GOO.GL/JLJ8C1>",Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 16-MAY-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 1,771.77.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 17-MAY-18.INFO: IIN*I-DEBIT*PAY.AVBL BAL:INR 1,076.74.FOR DISPUTE,CALL 04033667777.",Debit
RS. 6.00 DEBITED FROM YOUR A/C XXXXXXXX455881 AT 01/05/2018 05:52:02. LEDGER BALANCE RS. 30.00 AND CLEAR BALANCE RS. 30.00,Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.1000.00,21-02-2018 09:35:10 THRU ATM.FREE TXN ON OTH BANK ATM-5(INCL MAX 3 IN METRO) IN SB A/C ONLY. AVAL BAL RS.24804.71 CR. HELPLINE 18001802222",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.5000.00,27-02-2018 15:30:29 THRU ATM. AVAL BAL RS.9663.11 CR. HELPLINE 18001802222",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.300.00,08-03-2018 20:31:45 THRU DEBITCARD. AVAL BAL RS.1608.11 CR. HELPLINE 18001802222",Debit
"YOUR A/C 071XXXXX0022 IS DEBITED BY INR 2,000.00 ON 24-APR-2018. INFO: ATM CASH WDL. TOTAL AVBL. BAL IS INR 387.24",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.6000.00,04-06-2018 11:09:55 THRU ATM.FREE TXN ON OTH BANK ATM-5(INCL MAX 3 IN METRO) IN SB A/C ONLY. AVAL BAL RS.17483.66 CR. HELPLINE 18001802222",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.8000.00,18-06-2018 11:17:16 THRU ATM.FREE TXN ON OTH BANK ATM-5(INCL MAX 3 IN METRO) IN SB A/C ONLY. AVAL BAL RS.1744.30 CR. HELPLINE 18001802222",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.23.60,21-06-2018 12:36:22 THRU ATM.FREE TXN ON OTH BANK ATM-5(INCL MAX 3 IN METRO) IN SB A/C ONLY. AVAL BAL RS.197.10 CR. HELPLINE 18001802222",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.2000.00,16-07-2018 12:55:12 THRU ATM.FREE TXN ON OTH BANK ATM-5(INCL MAX 3 IN METRO) IN SB A/C ONLY. AVAL BAL RS.24197.10 CR. HELPLINE 18001802222",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.5000.00,20-07-2018 13:16:06 THRU ATM. AVAL BAL RS.4620.40 CR. HELPLINE 18001802222",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.400.00,28-07-2018 06:34:09 THRU DEBITCARD. AVAL BAL RS.1076.40 CR. HELPLINE 18001802222",Debit
"AC XXXXXXXX00006635 DEBITED WITH RS.300.00,28-07-2018 10:24:08 THRU ATM.FREE TXN ON OTH BANK ATM-5(INCL MAX 3 IN METRO) IN SB A/C ONLY. AVAL BAL RS.552.80 CR. HELPLINE 18001802222",Debit
"DEAR CUSTOMER, YOUR A/C ENDING WITH 6225 HAS BEEN DEBITED FOR INR 147.5 ON 19-07-18 TOWARDS ANNUAL MAINTENANCE CHARGES FOR YOUR SBI DEBIT CARD ENDING WITH 1147",Debit
A CHARGE OF RS. 10000.00 HAS BEEN INITIATED ON YOUR RBL CREDIT CARD ENDING WITH 2689 AT LUDHIANA SSI ON 05/05/18 AT 12:57 PM IST. YOUR AVAILABLE LIMIT IS RS. 38821.18.,Debit
"DEAR CHANDER SHAKER, TRANSFER OF RS.3000 TO CHANDER SHEKHAR HAS BEEN SUCCESSFUL WITH REF NO:LDU9HS7",Debit
PSB000000000470863A/C NO **5230 DEBITED WITH RS 13500--TO 13 2569 (CLR BAL 1387.3CR)(21-07-2018 15:43:58),Debit
"RS 10000 W/D AT SBI ATM DFNP004733049 RAM GARHIA COLLEGE,LUDHIANA FM A/CX6225ON08/03/18.TXN#3780.AVL BAL RS9678.87.IF NOT DONE BY YOU, FORWARD THIS SMS FROM MOBILE NUMBER REGISTERED WITH SBI TO 9223008333 TO BLOCK YOUR CARD. YOU MAY ALSO CALL 1-800-111109.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"RS 10000 W/D AT SBI ATM DFNP004733049 RAM GARHIA COLLEGE,LUDHIANA FM A/CX6225ON15/04/18.TXN#4815.AVL BAL RS2627.87.IF NOT DONE BY YOU, FORWARD THIS SMS FROM MOBILE NUMBER REGISTERED WITH SBI TO 9223008333 TO BLOCK YOUR CARD. YOU MAY ALSO CALL 1-800-111109.DOWNLOAD YONO /U00A1 WWW.YONOSBI.COM",Debit
"YOUR A/C 071XXXXX0022 IS DEBITED BY INR 2,000.00 ON 20-APR-2018. INFO: ATM CASH WDL. TOTAL AVBL. BAL IS INR 42837.24",Debit
"YOUR AC XXXXX186225 DEBITED INR 25.00 ON 26/04/18 -CDM CHARGE DR . AVL BAL INR 27,131.87.PLZ DOWNLOAD BUDDY",Debit
"RS 1000 W/D AT SBI ATM DFNP004733049 RAM GARHIA COLLEGE,LUDHIANA FM A/CX6225ON01/05/18.TXN#7961.AVL BAL RS18506.87.IF NOT DONE BY YOU, FORWARD THIS SMS FROM MOBILE NUMBER REGISTERED WITH SBI TO 9223008333 TO BLOCK YOUR CARD. YOU MAY ALSO CALL 1-800-111109.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"RS 10000 W/D AT SBI ATM DFNP004733049 RAM GARHIA COLLEGE,LUDHIANA FM A/CX6225ON02/05/18.TXN#8390.AVL BAL RS34081.87.IF NOT DONE BY YOU, FORWARD THIS SMS ",Debit
"YOUR AC XXXXX186225 DEBITED INR 25.00 ON 09/05/18 -CDM CHARGE DR . AVL BAL INR 3,059.12.PLZ DOWNLOAD BUDDY",Debit
"YOUR AC XXXXX186225 DEBITED INR 3,260.00 ON 10/05/18-TOWARDS TRANSFER TO MRS. MANINDER KAUR , CHQ NO.057972. AVL BAL INR 1,074.12",Debit
YOUR AC XXXXX008547 DEBITED INR 17.70 ON 31/07/18 -MAB SB DEBIT . AVL BAL INR 664.42.PLZ DOWNLOAD BUDDY,Debit
RS. 3000 WITHDRAWN FROM YOUR A/C *********005710 DETAILS: SELF.TOT BAL:24204.20CR AVL AMT:- 24204.20(26-06-2018 16:36:29),Debit
RS. 5000 WITHDRAWN FROM YOUR A/C *********005710 DETAILS: NFSD/CFNA020016//09:59:36/8199.TOT BAL:3289.20CR AVL AMT:- 3289.20(18-07-2018 09:57:38),Debit
"RS 200 W/D AT SBI ATM S1BC000429012 FORUM COMPLEX,MODASA FM A/CX7970ON23/07/18.TXN#1798.AVL BAL RS94.22.IF NOT DONE BY YOU, FORWARD THIS SMS FROM MOBILE NUMBER REGISTERED WITH SBI TO 9223008333 TO BLOCK YOUR CARD. YOU MAY ALSO CALL 1-800-111109.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
HELLO! YOUR A/C NO. 093554 HAS BEEN DEBITED BY RS. 12000 ON 08JUN18. THE A/C BALANCE IS RS. 78.91.INFO: MOB/CCPMT/GC043Z191875/530562XXXXXX9792/. CALL 18605005555 (IF IN INDIA) IF YOU HAVE NOT DONE THIS TRANSACTION.,Debit
HELLO! YOUR A/C NO. 093554 HAS BEEN DEBITED BY RS. 99 ON 11JUN18. THE A/C BALANCE IS RS. 1282.16.INFO: UPI/P2A/816260134589/SUSHANTO GUCHAIT. CALL 18605005555 (IF IN INDIA) IF YOU HAVE NOT DONE THIS TRANSACTION.,Debit
HELLO! YOUR A/C NO. 093554 HAS BEEN DEBITED BY RS. 534 ON 16JUN18. THE A/C BALANCE IS RS. 119.58. INFO: CONSOLIDATED DP CHARGES,Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 18-MAY-18.INFO: VIN*PAYTM .AVBL BAL:INR 534.34.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 21-MAY-18.INFO: VIN*PAYTM .AVBL BAL:INR 134.34.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 100 ON 25-04-2018. CURRENT BALANCE IS INR627.56.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 500 ON 01-05-2018. CURRENT BALANCE IS INR549.56.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 30 ON 02-05-2018. CURRENT BALANCE IS INR255.67.",Debit
YOUR UBI AC XX2835 IS DEBITED BY RS 5006.0 ON 12-03-2018 18:57:59.CLEAR AC BAL RS 4507.38. FAILED TXN REPORTING - GOO.GL/4G2WW3 .INFO: TRTR/807119979813/120318,Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 87.35 ON 03-05-2018. CURRENT BALANCE IS INR668.32.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 150 ON 04-05-2018. CURRENT BALANCE IS INR459.32.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 15 ON 05-05-2018. CURRENT BALANCE IS INR607.45.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 1000 ON 07-05-2018. CURRENT BALANCE IS INR298.45.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 3000 ON 07-05-2018. CURRENT BALANCE IS INR298.45.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 10000 ON 08-05-2018. CURRENT BALANCE IS INR298.45.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 1000 ON 12-05-2018. CURRENT BALANCE IS INR123.45.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 19 ON 15-05-2018. CURRENT BALANCE IS INR36.2.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 10 ON 28-05-2018. CURRENT BALANCE IS INR0.2.",Debit
YOUR UBI AC XX2835 IS DEBITED BY RS 10000.0 ON 08-05-2018 19:59:33.CLEAR AC BAL RS 10001.38. FAILED TXN REPORTING - GOO.GL/4G2WW3 .INFO: TRTR/812820973023/08-0,Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 99 ON 11-06-2018. CURRENT BALANCE IS INR416.2.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 149 ON 13-06-2018. CURRENT BALANCE IS INR327.63.",Debit
"NEFT WITH REF.NO: IDIBH18221248318 FOR RS. 1,00,000 CREDITED TO BENEFICIARY AC ON:09/08/2018 12:48 - INDIAN BANK",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 20 ON 14-06-2018. CURRENT BALANCE IS INR80.63.",Debit
"DEAR CUSTOMER, YOUR ACCOUNT NO ********5355 IS DEBITED WITH INR 100 ON 14-06-2018. CURRENT BALANCE IS INR3791.63.",Debit
YOUR A/C NO. XXXXXXXX2835 IS DEBITED FOR RS.10000.00 ON 07-06-18 (UPI REF NO 815823701070),Debit
"DEAR CUSTOMER, PURCHASE TRANSACTION AT RAMKRISHNA SERVICE STATIOKOLKATA IN USING CARD NO. **5600 FOR INR 250.00 ON 20/05/18 IS SUCCESSFUL. CLEAR BALANCE IN A/C IS INR 10.20. FOR LOST CARD /FRAUDULENT TRANSACTIONS VISIT WWW.DBS.COM/IN/CC.PAGE",Debit
"DEAR CUSTOMER, CASH WITHDRAWAL OF INR 300.00 USING CARD NO **5600 ON 18/08/18 IS SUCCESSFUL. CLEAR BALANCE IN A/C IS INR 60.02. FOR LOST CARD/UNAUTHORIZED TRANSACTION SMS HOTLIST <LAST 4 DIGIT OF CARD> AT 7065154444",Debit
TXN OF RS.852 MADE ON KOTAK DEBIT CARD XX6690 ON 25-05-2018 20:39:14 AT NBSTC.COMBINED BALANCE IN A/C XX8938 IS RS 3418.73,Debit
TXN OF RS.100 MADE ON KOTAK DEBIT CARD XX6690 ON 30-05-2018 13:32:51 AT 470000050292439.COMBINED BALANCE IN A/C XX8938 IS RS 2618.73,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.327.00 ON 19-04-18 AND A/C LINKED TO VIRTUAL ADDRESS XPAY@PAYTM IS CREDITED (UPI REF NO 810960536410).,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.5.00 ON 23-04-18 AND A/C LINKED TO VIRTUAL ADDRESS 8918969621@YBL IS CREDITED (UPI REF NO 811333555236).,Debit
YOUR SAVINGS DEPOSIT A/C NO:1011000000307 IS DEBITED BY RS.1100.00 THE CURRENT BALANCE IN YOUR A/C IS 486.00,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.399.00 ON 13-05-18 AND A/C LINKED TO VIRTUAL ADDRESS FXM@YBL IS CREDITED (UPI REF NO 813354151443).,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.162.88 ON 18-05-18 AND A/C LINKED TO VIRTUAL ADDRESS TRAVEL-PAYTM@ICICI IS CREDITED (UPI REF NO 813823600301).,Debit
YOUR UBI AC XX2835 IS DEBITED BY RS 12000.0 ON 09-06-2018 04:25:00.CLEAR AC BAL RS 1.38. FAILED TXN REPORTING - GOO.GL/4G2WW3 .INFO: TRTR/815923028895/08-06-20,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.1000.00 ON 21-05-18 AND A/C LINKED TO VIRTUAL ADDRESS ARIMCHATY@OKHDFCBANK IS CREDITED (UPI REF NO 814114756773).,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.10.00 ON 23-05-18 AND A/C LINKED TO VIRTUAL ADDRESS 9732766826@YBL IS CREDITED (UPI REF NO 814338102300).,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.179.00 ON 03-06-18 AND A/C LINKED TO VIRTUAL ADDRESS EURONET@YBL IS CREDITED (UPI REF NO 815472603997).,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.50.00 ON 04-06-18 AND A/C LINKED TO VIRTUAL ADDRESS EURONET@YBL IS CREDITED (UPI REF NO 815544061783).,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.1800.00 ON 11-06-18 AND A/C LINKED TO VIRTUAL ADDRESS AXISSOUMEN@AXISBANK IS CREDITED (UPI REF NO 816217729622).,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.200.00 ON 15-07-18 AND A/C LINKED TO VIRTUAL ADDRESS XPAY@DBS IS CREDITED (UPI REF NO 819638799237).,Debit
YOUR A/C NO. XXXX998938 IS DEBITED RS.100.00 ON 22-07-18 AND A/C LINKED TO VIRTUAL ADDRESS 8918969621@YBL IS CREDITED (UPI REF NO 820338622350).,Debit
INR 185.02 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 21-FEB-18 AT PROGRESSIVE TAXIME. AVBL LMT: RS.2305.73 TRACK SPENDS WITH AXIS MOBILE: M.AXISBANK.COM/CCDL,Debit
YOUR UBI AC XX2835 IS DEBITED BY RS 500.0 ON 13-06-2018 23:34:29.CLEAR AC BAL RS 1.38. FAILED TXN REPORTING - GOO.GL/4G2WW3 .INFO: TRTR/816488308731/13-06-2018,Debit
INR 149 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 19-MAR-18 AT PAYTM. AVBL LMT: RS.8902.95,Debit
INR 5 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 23-APR-18 AT TPS*PHONEPE PRIVAT. AVBL LMT: RS.-1245.31,Debit
INR 20000 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 09-MAY-18 AT PAYTM. AVBL LMT: RS.-1039.56,Debit
INR 370 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 28-MAY-18 AT KOLEY BASTRALAYA. AVBL LMT: RS.3303.44 TRACK SPENDS WITH AXIS MOBILE: M.AXISBANK.COM/CCDL,Debit
INR 11997 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 07-JUN-18 AT PAYTM. AVBL LMT: RS.951.44,Debit
YOUR UBI AC XX2835 IS DEBITED BY RS 1000.0 ON 15-06-2018 00:42:20.CLEAR AC BAL RS 1.38. FAILED TXN REPORTING - GOO.GL/4G2WW3 .INFO: TRTR/816569308858/14-06-201,Debit
INR 20 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 14-JUN-18 AT PHONEPE. AVBL LMT: RS..51,Debit
INR 205 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 17-JUL-18 AT WBSSC. AVBL LMT: RS.2744.74,Debit
INR 51 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 05-AUG-18 AT TPS*PHONEPE PRIVAT. AVBL LMT: RS.370.38,Debit
INR 498 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 10-AUG-18 AT RELIANCEJIO. AVBL LMT: RS.14345.68,Debit
INR 51 WAS SPENT ON YOUR CREDIT CARD XX9792 ON 17-AUG-18 AT RELJIO. AVBL LMT: RS.13630.68,Debit
YOUR A/C XXXXX959945 HAS A DEBIT BY TRANSFER OF RS 12.00 ON 14/03/18. AVL BAL RS 101.43. DOWNLOAD YONO @ WWW.YONOSBI.COM,Debit
YOUR UBI AC XX2835 IS DEBITED BY RS 500.0 ON 16-06-2018 10:20:40 AT AMTA .CLEAR AC BAL RS 4280.38. FAILED TXN REPORTING- GOO.GL/4G2WW3,Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 500.0 ON DATE 2018-02-28 08:11:28 PM BY UPI REF NO 805920410051.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 1.0 ON DATE 2018-03-11 11:14:52 AM BY UPI REF NO 807011775918.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
YOUR UBI AC XX2835 IS DEBITED BY RS 249.0 ON 17-06-2018 04:23:44.CLEAR AC BAL RS 3482.38. FAILED TXN REPORTING - GOO.GL/4G2WW3 .INFO: TRTR/816804002075/17-06-2,Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 300.0 ON DATE 2018-04-17 01:46:16 PM BY UPI REF NO 810713002174.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 149.0 ON DATE 2018-04-17 07:27:10 PM BY UPI REF NO 810738389976.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 100.0 ON DATE 2018-04-18 01:44:23 PM BY UPI REF NO 810826156513.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
"DEAR SBI UPI USER, YOUR ACCOUNT IS DEBITED INR 100.0 ON DATE 2018-04-21 09:08:29 PM BY UPI REF NO 811142825305.DOWNLOAD YONO @ WWW.YONOSBI.COM",Debit
YOUR A/C NO. XXXXXXXX2835 IS DEBITED FOR RS.180.00 ON 17-06-18 (UPI REF NO 816838631579),Debit
RS 1000.00 CREDITED TO ACCOUNT XXXXX3554 OF UTIB LINKED TO AXISSOUMEN@AXISBANK ON 2018-06-14. INFO: UPI/P2A/816569308858/9933862626@YBL,Debit
YOUR UBI AC XX2835 IS DEBITED BY RS 1500.0 ON 19-06-2018 09:59:19.CLEAR AC BAL RS 517.38. FAILED TXN REPORTING - GOO.GL/4G2WW3 .INFO: TRTR/817040586242/19-06-2,Debit
RS 10000.00 CREDITED TO ACCOUNT XXXXX3554 OF UTIB LINKED TO AXISSOUMEN@AXISBANK ON 2018-06-07. INFO: UPI/P2A/815823701070/UNISOUMEN@AXISBANK,Debit
RS 10000.00 CREDITED TO ACCOUNT XXXXX3554 OF UTIB LINKED TO MAIL.SMNCHTY@OKAXIS ON 2018-05-09. INFO: UPI/P2A/812912317933/SANKALPASUSANT1989@OKHDFCBANK,Debit
RS 10000.00 CREDITED TO ACCOUNT XXXXX3554 OF UTIB LINKED TO MAIL.SMNCHTY@OKAXIS ON 2018-05-09. INFO: UPI/P2A/812912320459/SANKALPASUSANT1989@OKHDFCBANK,Debit
YOUR A/C NO. XXXXXXXX2835 IS DEBITED FOR RS.50.00 ON 29-07-18 (UPI REF NO 821019296484),Debit
HELLO! YOUR A/C NO. 093554 HAS BEEN DEBITED BY RS. 8000 ON 12MAR18. THE A/C BALANCE IS RS. 930.66.INFO: MOB/CCPMT/BPFSVCNH7720/530562XXXXXX9792/,Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 23-MAY-18.INFO: VPS*KAUSTUBH PE.AVBL BAL:INR 346.59.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER, A DISCOUNT OF 0.75% WILL BE APPLIED TO YOUR RECENT FUEL TRANSACTION OF INR 150 ON AXIS BANK CARD ENDING **7928. THANK YOU.",Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 29-JUN-18.INFO: VPS*MEHROFI TRA.AVBL BAL:INR 66.03.FOR DISPUTE,CALL 04033667777.",Debit
"CHQ NO 000209 FOR INR 6,225.00 DEBITED FROM YOUR ACCOUNT 10XXXXXXX57406. AVAILABLE BALANCE IS INR 4,232.61",Debit
"RS. 20,000.00 DEBITED FROM YOUR A/C XXXXXXXX857406 AT 20/07/2018 13:03:21. LEDGER BALANCE RS. 11,232.61 AND CLEAR BALANCE RS. 11,232.61",Debit
"RS. 8,398.00 DEBITED FROM YOUR A/C XXXXXXXX857406 AT 21/07/2018 13:05:16. LEDGER BALANCE RS. 2,834.61 AND CLEAR BALANCE RS. 2,834.61",Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX4104 ON 30-MAY-18.INFO: IPS*IOCL RAJLAX.AVBL BAL:INR 699.69.FOR DISPUTE,CALL 04033667777.",Debit
"RS. 10,800.00 DEBITED FROM A/C XXXXXXXX857406 ON 30/07/2018 AT 16:43:30 AT BRANCH NATUN GAON. A/C BAL. RS. 35,648.61 .NEFT/BDBLH18211 GO MOBILE -MBANDHAN:<HTTPS://GOO.GL/JLJ8C1>",Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX7344 ON 07-JUL-18.INFO: IPS*JAIHIND HAR.AVBL BAL:INR 28,013.39.FOR DISPUTE,CALL 04033667777.",Debit
"DEAR CUSTOMER,TXN OF INR 200.00 DONE VIA DEBIT CARD OF ACCT XX7344 ON 31-MAY-18.INFO: VPS*BHONGLE PET.AVBL BAL:INR 21,098.89.FOR DISPUTE,CALL 04033667777.",Debit
RS.400.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-04-21:11:58:06 AT KHARAVELA NAGAR II. AVL BAL: RS.5960.80,Debit
RS.300.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-04-23:21:04:54 AT NAYAPALLI BR. AVL BAL: RS.4813.60,Debit
RS.300.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-04-24:20:59:52 AT BBSR MAIN CP II. AVL BAL: RS.30.00,Debit
RS.300.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-05-04:19:57:00 AT NAYAPALLI BR. AVL BAL: RS.6241.40,Debit
RS.200.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-05-06:18:53:55 AT SUNDER PADA. AVL BAL: RS.1841.40,Debit
RS.200.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-05-11:16:12:40 AT BBSR-MAIN. AVL BAL: RS.741.40,Debit
RS.500.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-06-02:10:07:54 AT YBL BHUBANESHWAR. AVL BAL: RS.8523.60,Debit
RS.300.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-06-04:14:42:23 AT MAHAVEER BAZAR OATM. AVL BAL: RS.6723.60,Debit
THANK YOU FOR USING DEBIT CARD ENDING 2819 FOR RS.202.00 IN BHUBANESHWAR AT MAHAPATRA FILLING ON 2018-06-06:14:38:42 AVL BAL: RS.4734.10,Debit
RS.200.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-06-10:20:54:05 AT SBI DELTA SQUARE II. AVL BAL: RS.1795.62,Debit
RS.300.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-06-14:17:00:13 AT MAHAVEER BAZAR OATM. AVL BAL: RS.793.62,Debit
RS.200.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-06-19:21:28:20 AT NAYAPALLI BR. AVL BAL: RS.125.84,Debit
RS.1000.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-07-01:14:35:26 AT BHUBANESHWAR BR. AVL BAL: RS.8828.64,Debit
RS.1500.00 WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING 2819 ON 2018-07-03:09:57:41 AT ORAKL CUTTACK ORIN. AVL BAL: RS.6265.60,Debit
